Time stamp,Paris Day text,Paris Day Type,Paris third,Location of photo,Coordinate,Instagram user,Instagram post,Instagram link,Instgram photo,,,,,,,,
"August 13, 2015 at 07:44AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",musakocyigit,Paris s?radan bir gün,https://instagram.com/p/6S6YmZDlX2/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11246093_753959211380596_755801975_n.jpg,,,,,,,,
"August 13, 2015 at 08:51AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",molineett_01,Me llamas la atención y la intención',https://instagram.com/p/6TCBxiqheE/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11821772_1474727539515328_846375709_n.jpg,,,,,,,,
"August 13, 2015 at 08:51AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jpmckenney,,https://instagram.com/p/6TCElgiL8T/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11821911_602408559898669_701048540_n.jpg,,,,,,,,
"August 13, 2015 at 08:51AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",ccec__,Night in Paris,https://instagram.com/p/6TCFfyxjAC/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11821946_1475810139402889_267271475_n.jpg,,,,,,,,
"August 13, 2015 at 08:52AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",weeklytimestravelclub,"A nice day on by the Seine River in Paris, France #tourist #travel #instatravel #paris #iloveparis #eiffeltower #visitfrance #visitparis  #riverseine #river #architecture #vacation #holidays",https://instagram.com/p/6TCIpVxWCz/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11848918_882649041818619_1759706159_n.jpg,,,,,,,,
"August 13, 2015 at 08:52AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",martabaranetska,,https://instagram.com/p/6TCI-BgjBO/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11856585_1631291730446790_703430449_n.jpg,,,,,,,,
"August 13, 2015 at 09:49AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",kongek_aries,"Lovely photobombers??
#photobomb #toureffiel #paris #cloudy",https://instagram.com/p/6TIuaUp22a/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11849465_895912677169542_359656718_n.jpg,,,,,,,,
"August 13, 2015 at 09:49AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",margaritaazucar,Paris during the magic hour,https://instagram.com/p/6TIvb1R5ih/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11349340_409878202540914_423422115_n.jpg,,,,,,,,
"August 13, 2015 at 09:49AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",macinblackproductions,1st deck on the Eiffel,https://instagram.com/p/6TIvi_JjrX/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11809551_1476301942690016_823078770_n.jpg,,,,,,,,
"August 19, 2015 at 10:17AM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",locallyunknwn,Eiffel Tower Hug | Accomplished #bucketlist #hug #tourism #canyoufindme #imthere #lol #holiday #travel #Paris #France #becauseiamadork #holdon #RF8 #retrof8te #retrolife #adventure #beyou #iam #eiffeltower,https://instagram.com/p/6iop2igC49/,https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s640x640/sh0.08/e35/10890837_159770057690186_1810173802_n.jpg,,,,,,,,
"August 19, 2015 at 12:11PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",hfestacy,,https://instagram.com/p/6i1s84pCGK/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11821834_1484829841811531_1311872280_n.jpg,,,,,,,,
"August 19, 2015 at 12:12PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",laraagentile,La Torre Eiffel y una calesita parisina ?? #Paris #Canon,https://instagram.com/p/6i11qSslpV/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11809916_1629902813933191_779297501_n.jpg,,,,,,,,
"August 19, 2015 at 12:16PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",cheekysqueaks,Let the light shine on me! #mysummerinfrance #wow #paris,https://instagram.com/p/6i2QxbKY-B/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11917960_1034849029868342_217312466_n.jpg,,,,,,,,
"August 19, 2015 at 12:16PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",carolineleemos,Cada hora que ela pisca ?um show a parte. ?????? #Paris #france #toureiffel #eurotrip,https://instagram.com/p/6i2SUAFHwd/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e15/11311286_730424310421776_747602499_n.jpg,,,,,,,,
"August 19, 2015 at 12:18PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",claricampagnolle,itss magicccccc????,https://instagram.com/p/6i2kXFIkle/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11326382_1671119679788960_1236808229_n.jpg,,,,,,,,
"August 19, 2015 at 12:19PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",laviedenana,Goodnight Paris! You where wonderful today. #toureiffel #eiffeltower #paris,https://instagram.com/p/6i2oF3qYHZ/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11909244_109303162754447_1385530994_n.jpg,,,,,,,,
"August 19, 2015 at 12:21PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",mcbs86,Paris de noche... ?????? #paris #toureiffel #fun #france #europe #eurotrip #eurotrip2015,https://instagram.com/p/6i24XYLAzH/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11849449_1098147983533377_1899992805_n.jpg,,,,,,,,
"August 19, 2015 at 12:23PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",sinanjackson,,https://instagram.com/p/6i3EAIB40z/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11918014_1467036170264904_1836060148_n.jpg,,,,,,,,
"August 19, 2015 at 12:24PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",gonzimaria,Quiero volverr,https://instagram.com/p/6i3J8-wUX4/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11899521_480684185437215_1614062398_n.jpg,,,,,,,,
"August 19, 2015 at 12:24PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",batughan_,#france #interrail #eiffeltower #night,https://instagram.com/p/6i3NA_t1t4/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11374066_1023327421045166_590278566_n.jpg,,,,,,,,
"August 19, 2015 at 01:52PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",pedrojorge__,Paris is always a good idea ????????,https://instagram.com/p/6jBVcnjvpb/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11264760_414985978684772_792896982_n.jpg,,,,,,,,
"August 19, 2015 at 01:53PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",isi_monsalvez,Recordando???????? #girl #france #instachile #oldpic,https://instagram.com/p/6jBXXmxiOQ/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11925910_1639589236329065_2111074212_n.jpg,,,,,,,,
"August 19, 2015 at 02:00PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",tati.carbone,#Paris #toureiffel ??,https://instagram.com/p/6jCJksP-wghttOPLf558hT4yZ8-swPCP_FbDY0/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11850345_1670665963167718_567193192_n.jpg,,,,,,,,
"August 19, 2015 at 02:01PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",_lanrewaju,~The streets still live like we in Vegas #4am ??????,https://instagram.com/p/6jCQ9Smiek/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11375203_511238205707416_670895596_n.jpg,,,,,,,,
"August 19, 2015 at 02:04PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",captain_morgan666,????? ??? ?? ???????,https://instagram.com/p/6jCnfrwQGv/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11909296_462937607243412_908356164_n.jpg,,,,,,,,
"August 19, 2015 at 02:05PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jinyizhen,#????,https://instagram.com/p/6jCw9FjWGj/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11421981_1661299420773220_592105232_n.jpg,,,,,,,,
"August 19, 2015 at 02:12PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jedong_gri,"?? ???? ?? .
photo by @see__on .
#????? #?? ?????
#?? #???? #??? #???? #??? #?? #??? #???? #voyage #paris #eiffeltower #honnymoon #snapshot",https://instagram.com/p/6jDjaOn8t_/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11256918_905725996169547_1603759723_n.jpg,,,,,,,,
"August 19, 2015 at 02:12PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",viva_miaprimavera,"#?? #???? #??? #?? #???
 #travel #france #paris #eiffeltower #korea",https://instagram.com/p/6jDmzysOng/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11925757_1065110530167143_989141763_n.jpg,,,,,,,,
"August 19, 2015 at 02:18PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",monterovero_,Because dreams do come true ?? #bgf4e,https://instagram.com/p/6jEOvJgGv7/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11910121_1090446884361944_333189213_n.jpg,,,,,,,,
"August 19, 2015 at 02:19PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jumpersthrumylens,May your school year be as successful as Brunello's derby record ??,https://instagram.com/p/6jEXB8JPW2/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11881652_504888209689360_1729062956_n.jpg,,,,,,,,
"August 19, 2015 at 02:21PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",rafaelmanhente,Felicidade total #paris #france #toureiffel #climadisney #brazilianstorm #arca_rio #nofilter #mesentipequeno #tothetop #gopro,https://instagram.com/p/6jElPIrVhy/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e15/11356637_675098939287081_22055653_n.jpg,,,,,,,,
"August 19, 2015 at 02:24PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",seahorseandcat,#squaready #eiffeltower #france #paris #travel #trip #tour #visitor #cats #,https://instagram.com/p/6jE8icsy4O/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11427395_1620626388187107_534345150_n.jpg,,,,,,,,
"August 19, 2015 at 02:43PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jmy_91,"#20150702 #?? #???? #???? #??? #?? #??? #??? #????? #??????? #Europe #Traveling #Backpacking #France #Paris #Effel_tower #Trocadero #Palais_de_Chaillot #Place_du_Trocadero
?????????????????",https://instagram.com/p/6jHJRwkfhN/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11849427_639138122895932_650612468_n.jpg,,,,,,,,
"August 19, 2015 at 02:44PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",fitnessju,Um dos lugares que mais adoroooo????????,https://instagram.com/p/6jHM-SRuHe/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11373971_868972609862358_1148251728_n.jpg,,,,,,,,
"August 19, 2015 at 02:45PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",alemperrusquia,"French horizon. Paris, France.",https://instagram.com/p/6jHSsnDXfS/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11910371_156484468019383_863389268_n.jpg,,,,,,,,
"August 19, 2015 at 02:46PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",luliprincipiano,,https://instagram.com/p/6jHb_VvnSq/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11856755_872093522845983_1842080434_n.jpg,,,,,,,,
"August 19, 2015 at 02:53PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",iammstraveler,Hello there Eiffel Tower ???????? (one of my fave shot) #gopro #goprohero4 #wheninParis #eiffeltower #iammstraveler #mrmstraveler #travels #relationshipgoals #anniversaryspecial #sixyear #happiness #lovely #amazing #filipinotraveler #beautifuldestination,https://instagram.com/p/6jIR10O6qZ/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11849208_617941565014682_1727283619_n.jpg,,,,,,,,
"August 19, 2015 at 02:56PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",lulorenti,?????? #paris #france #amour ??????,https://instagram.com/p/6jIkg7xn_O/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11856702_1642441872693286_1016394345_n.jpg,,,,,,,,
"August 19, 2015 at 02:56PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jumpersthrumylens,School starts tomorrow...,https://instagram.com/p/6jIlTepPeB/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11313537_1465807907055898_891596943_n.jpg,,,,,,,,
"August 19, 2015 at 03:01PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",lawzzle,????,https://instagram.com/p/6jJObBGlS1/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11242623_1103638832987272_1297957385_n.jpg,,,,,,,,
"August 19, 2015 at 03:09PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",caro_finspass,"Buenas noches y recordando este hermoso viaje,ya volver???",https://instagram.com/p/6jKIzOpzOW/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11809814_754772674632298_818978137_n.jpg,,,,,,,,
"August 19, 2015 at 03:10PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",wesleybraga23,Bonsoir????#france#paris!! Como não amar essa cidade tão linda e mágica!!,https://instagram.com/p/6jKQCQkk2g/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11856570_738272802968972_992866312_n.jpg,,,,,,,,
"August 19, 2015 at 03:22PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",mariskamh,View of the #eiffeltower far away from all other tourists,https://instagram.com/p/6jLloWkziy/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11410443_731261077004930_270039955_n.jpg,,,,,,,,
"August 19, 2015 at 03:25PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",natalya__art,,https://instagram.com/p/6jL8bUyOP-/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/928850_862577947162953_1333861562_n.jpg,,,,,,,,
"August 19, 2015 at 03:26PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",wan_silva23,#Holiday2015 #Paris #TourEiffel #France ????,https://instagram.com/p/6jMF2-rUs4/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e15/11910280_683068885127290_1380385527_n.jpg,,,,,,,,
"August 19, 2015 at 03:28PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",wan_silva23,???? #Paris #France #Holiday2015 #TourEiffel,https://instagram.com/p/6jMUrhrUtN/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e15/11376157_1639662352990043_1142320619_n.jpg,,,,,,,,
"August 19, 2015 at 03:32PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",lisrachi,good night. ????????,https://instagram.com/p/6jMuCIEbv6/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11887044_1613397305594243_962189016_n.jpg,,,,,,,,
"August 19, 2015 at 03:35PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",lisrachi,"Si, el vino francés es muy bueno.?? ?????????????? #paris #france",https://instagram.com/p/6jNG0Ukbge/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11351558_943249485735056_1826300145_n.jpg,,,,,,,,
"August 19, 2015 at 03:39PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",aisya205,"Stand tall and proud. Malaysia boleh, we can do anything! 
#PVPHOTOCHALLENGE #PVMERDEKA #PROUDNATION #PROJECTVACATION",https://instagram.com/p/6jNfQdDuKT/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11875453_684235801712205_1778914263_n.jpg,,,,,,,,
"August 19, 2015 at 03:41PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jamina_carbajal,Take me back. #Paris #Europe #EiffelTower,https://instagram.com/p/6jNt7QAQ9x/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11326001_468486326651229_1945171230_n.jpg,,,,,,,,
"August 19, 2015 at 03:42PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",chriis_macias,"Luna no me abandones más...
Que tiendo a recuperarme...
En la cuna de tus cráteres...
#Paris #TourEiffel #EiffelTower #Moon #Darkness",https://instagram.com/p/6jN6-th1iV/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11348337_817308875034839_2123432494_n.jpg,,,,,,,,
"August 19, 2015 at 03:45PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",_sahota,#Paris ft. #eiffeltower.  ps. I hate the border but the photo wouldn't fit otherwise,https://instagram.com/p/6jOObzrFrk/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11849234_1459725544354561_1214383257_n.jpg,,,,,,,,
"August 19, 2015 at 03:53PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",wan_silva23,????#Holiday2015 #TourEiffel #France #Paris,https://instagram.com/p/6jPE5DLUhf/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e15/11809603_465523076969022_415946874_n.jpg,,,,,,,,
"August 19, 2015 at 03:53PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",will_severos,Êê?momento que deixou saudades! ??,https://instagram.com/p/6jPLOeikEH/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11326469_1602978009964962_105366951_n.jpg,,,,,,,,
"August 19, 2015 at 04:07PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",lisapinquie,#Paris #toureiffel #bynight,https://instagram.com/p/6jQr4gsoI9/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11821924_713382542129064_1084241309_n.jpg,,,,,,,,
"August 19, 2015 at 04:16PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",tallykaye,"Ne me quitte pas, l'ét?",https://instagram.com/p/6jRxjLvNKl/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11421970_938693092836214_1984300159_n.jpg,,,,,,,,
"August 19, 2015 at 04:18PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",hamda_rubaya,"Time never stopped us, we unraveled it, & it listened to every word; ??",https://instagram.com/p/6jSC4Hnx5q/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11424596_1044129445621920_926431264_n.jpg,,,,,,,,
"August 19, 2015 at 04:24PM",Wednesday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",memothafuture,Life's a climb but the view is beautiful #Flykids #Paris ?? #igers #followme #wewin #TFLers #like4like #swag #photooftheday,https://instagram.com/p/6jSte_FB_P/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11349290_1682433508657109_1196811016_n.jpg,,,,,,,,
