Time stamp,Paris Day text,Paris Day Type,Paris third,Instagram user,Instgram photo
"August 12, 2015 at 12:23PM",Wednesday,Weekday,12am - 8am,lyonsmayne,hi
"August 19, 2015 at 12:17PM",Wednesday,Weekday,12am - 8am,mainedeltazeta,hi
"August 19, 2015 at 02:22PM",Wednesday,Weekday,12am - 8am,raman_noodles1,hi
"August 19, 2015 at 03:04PM",Wednesday,Weekday,12am - 8am,lintang_yeolpark,hi
"August 19, 2015 at 05:26PM",Wednesday,Weekday,12am - 8am,spazzy_jazzy8,hi
"August 19, 2015 at 05:28PM",Wednesday,Weekday,12am - 8am,henryma_hippo,hi
"August 19, 2015 at 05:29PM",Wednesday,Weekday,12am - 8am,jhoezette,hi
"August 20, 2015 at 07:25AM",Wednesday,Weekday,4pm - 12am,bar_do_magrao,hi
"August 11, 2015 at 10:27PM",Tuesday,Weekday,8am - 4pm,ilhan.oztrk,hi
"August 08, 2015 at 10:31AM",Saturday,Weekend,12am - 8am,tattii81,hi
"July 31, 2015 at 03:45AM",Thursday,Weekday,4pm - 12am,matthew_ali,hi
"August 17, 2015 at 11:50AM",Monday,Weekday,12am - 8am,clara_bton,hi
"August 13, 2015 at 12:39AM",Wednesday,Weekday,8am - 4pm,omfg.idk,hi
"July 25, 2015 at 03:49AM",Friday,Weekday,4pm - 12am,dameri,hi
"July 31, 2015 at 01:39PM",Friday,Weekday,12am - 8am,tochniqchovek3,hi
"July 31, 2015 at 05:00PM",Friday,Weekday,12am - 8am,caitthommo,hi
"August 08, 2015 at 06:35AM",Friday,Weekday,4pm - 12am,gospodjaministarka,hi
"August 14, 2015 at 10:42AM",Friday,Weekday,12am - 8am,the_wrekr,hi
"August 14, 2015 at 11:35AM",Friday,Weekday,12am - 8am,callmetopher11,hi
"August 14, 2015 at 07:53PM",Friday,Weekday,8am - 4pm,kawadaaika,hi
"August 14, 2015 at 07:55PM",Friday,Weekday,8am - 4pm,zacjong,hi
"August 14, 2015 at 10:57PM",Friday,Weekday,8am - 4pm,tollgabal,hi
"August 15, 2015 at 12:01AM",Friday,Weekday,8am - 4pm,andrew_sf,hi
"August 15, 2015 at 06:09AM",Friday,Weekday,4pm - 12am,sitawalia,hi
"August 15, 2015 at 06:10AM",Friday,Weekday,4pm - 12am,abm_aldobashi,hi
"July 21, 2015 at 02:58AM",Monday,Weekday,4pm - 12am,loscules,hi
"July 27, 2015 at 04:52PM",Monday,Weekday,12am - 8am,jeremiah9528,hi
"July 27, 2015 at 09:55PM",Monday,Weekday,8am - 4pm,ahmetramiz,hi
"July 27, 2015 at 11:55PM",Monday,Weekday,8am - 4pm,roz125,hi
"July 28, 2015 at 03:59AM",Monday,Weekday,4pm - 12am,graysonegriffith,hi
"July 28, 2015 at 06:59AM",Monday,Weekday,4pm - 12am,ayse_gunes02,hi
"July 28, 2015 at 09:00AM",Monday,Weekday,4pm - 12am,n_moroz,hi
"August 03, 2015 at 12:29PM",Monday,Weekday,12am - 8am,cb_a10,hi
"August 04, 2015 at 01:38AM",Monday,Weekday,8am - 4pm,h.b_2003.9.15,hi
"August 10, 2015 at 10:30AM",Monday,Weekday,12am - 8am,darlenemaly,hi
"August 11, 2015 at 07:18AM",Monday,Weekday,4pm - 12am,afullerr,hi
"August 17, 2015 at 01:53PM",Monday,Weekday,12am - 8am,peter.pam_6,hi
"August 17, 2015 at 05:53PM",Monday,Weekday,12am - 8am,gomezkeziah,hi
"August 17, 2015 at 08:18PM",Monday,Weekday,8am - 4pm,ardentay,hi
"August 17, 2015 at 10:10PM",Monday,Weekday,8am - 4pm,_jjbanny_,hi
"August 18, 2015 at 07:26AM",Monday,Weekday,4pm - 12am,evan_caston32,hi
"July 25, 2015 at 12:46PM",Saturday,Weekend,12am - 8am,julien__h,hi
"July 25, 2015 at 06:47PM",Saturday,Weekend,8am - 4pm,stephindio25,hi
"August 01, 2015 at 08:20PM",Saturday,Weekend,8am - 4pm,kashfromspace,hi
"August 02, 2015 at 03:16AM",Saturday,Weekend,4pm - 12am,mawaputa,hi
"August 02, 2015 at 07:17AM",Saturday,Weekend,4pm - 12am,katiehixson,hi
"August 08, 2015 at 12:23PM",Saturday,Weekend,12am - 8am,samuraiceci,hi
"August 08, 2015 at 08:35PM",Saturday,Weekend,8am - 4pm,whitetiger_147,hi
"August 09, 2015 at 12:37AM",Saturday,Weekend,8am - 4pm,charli_gosling,hi
"August 09, 2015 at 04:33AM",Saturday,Weekend,4pm - 12am,potatopernille,hi
"August 09, 2015 at 04:41AM",Saturday,Weekend,4pm - 12am,j_neely,hi
"August 15, 2015 at 12:58PM",Saturday,Weekend,12am - 8am,kha_montreal,hi
"August 15, 2015 at 03:59PM",Saturday,Weekend,12am - 8am,noweli,hi
"August 15, 2015 at 05:38PM",Saturday,Weekend,12am - 8am,k_h.j,hi
"August 15, 2015 at 05:40PM",Saturday,Weekend,12am - 8am,k_h.j,hi
"August 15, 2015 at 07:43PM",Saturday,Weekend,8am - 4pm,enot.not,hi
"August 15, 2015 at 07:50PM",Saturday,Weekend,8am - 4pm,samuelnordius,hi
"August 16, 2015 at 03:49AM",Saturday,Weekend,4pm - 12am,rebeccadewi,hi
"August 16, 2015 at 07:54AM",Saturday,Weekend,4pm - 12am,ililliiilililiiilil,hi
"July 19, 2015 at 05:33PM",Sunday,Weekend,12am - 8am,helen1moore,hi
"July 19, 2015 at 09:11PM",Sunday,Weekend,8am - 4pm,iansaarik,hi
"July 20, 2015 at 04:39AM",Sunday,Weekend,4pm - 12am,matiqq,hi
"August 02, 2015 at 11:15AM",Sunday,Weekend,12am - 8am,bobbilynn_,hi
"August 02, 2015 at 02:32PM",Sunday,Weekend,12am - 8am,mosliano,hi
"August 09, 2015 at 10:40AM",Sunday,Weekend,12am - 8am,gospodjaministarka,hi
"August 09, 2015 at 08:45PM",Sunday,Weekend,8am - 4pm,mihajlovskastefani,hi
"August 16, 2015 at 03:50PM",Sunday,Weekend,12am - 8am,do.nna,hi
"August 16, 2015 at 06:55PM",Sunday,Weekend,8am - 4pm,jordaan_le_,hi
"August 16, 2015 at 07:03PM",Sunday,Weekend,8am - 4pm,christinawang0611,hi
"August 17, 2015 at 08:02AM",Sunday,Weekend,4pm - 12am,5.mbh,hi
"July 24, 2015 at 12:15AM",Thursday,Weekday,8am - 4pm,alex.pankov,hi
"July 24, 2015 at 03:16AM",Thursday,Weekday,4pm - 12am,beercules64,hi
"July 30, 2015 at 08:44PM",Thursday,Weekday,8am - 4pm,ketrin.ha,hi
"July 30, 2015 at 09:44PM",Thursday,Weekday,8am - 4pm,kerstynbethke,hi
"August 07, 2015 at 01:07AM",Thursday,Weekday,8am - 4pm,maria_korpisaari,hi
"August 07, 2015 at 03:10AM",Thursday,Weekday,4pm - 12am,abiabs18,hi
"August 07, 2015 at 04:19AM",Thursday,Weekday,4pm - 12am,britt_cramer,hi
"August 13, 2015 at 02:12PM",Thursday,Weekday,12am - 8am,abedz7,hi
"August 13, 2015 at 02:17PM",Thursday,Weekday,12am - 8am,abedz7,hi
"August 13, 2015 at 04:19PM",Thursday,Weekday,12am - 8am,sandipjadhav99,hi
"August 20, 2015 at 12:31PM",Thursday,Weekday,12am - 8am,gunther_duck,hi
"August 20, 2015 at 12:33PM",Thursday,Weekday,12am - 8am,misssssingh,hi
"August 20, 2015 at 07:46PM",Thursday,Weekday,8am - 4pm,stripeaway,hi
"August 20, 2015 at 08:53PM",Thursday,Weekday,8am - 4pm,emrecelik21,hi
"August 20, 2015 at 09:51PM",Thursday,Weekday,8am - 4pm,chaithra.rao,hi
"August 21, 2015 at 01:00AM",Thursday,Weekday,8am - 4pm,naomidominique_,hi
"August 21, 2015 at 02:56AM",Thursday,Weekday,4pm - 12am,mervenurozata,hi
"August 21, 2015 at 05:06AM",Thursday,Weekday,4pm - 12am,minik_bavul,hi
"August 21, 2015 at 05:06AM",Thursday,Weekday,4pm - 12am,matthewjamesortiz,hi
"August 21, 2015 at 08:10AM",Thursday,Weekday,4pm - 12am,lindseyyamane,hi
"July 14, 2015 at 10:13AM",Tuesday,Weekday,12am - 8am,huicin,hi
"July 15, 2015 at 04:28AM",Tuesday,Weekday,4pm - 12am,ashleigh_hutch,hi
"July 15, 2015 at 07:39AM",Tuesday,Weekday,4pm - 12am,emreozcaaaan,hi
"July 21, 2015 at 10:33AM",Tuesday,Weekday,12am - 8am,tyabud,hi
"July 21, 2015 at 05:58PM",Tuesday,Weekday,12am - 8am,aulyariza_,hi
"July 28, 2015 at 06:54PM",Tuesday,Weekday,8am - 4pm,legendhary,hi
"July 29, 2015 at 09:03AM",Tuesday,Weekday,4pm - 12am,livwrighttt,hi
"August 04, 2015 at 05:47PM",Tuesday,Weekday,12am - 8am,rashcd,hi
"August 04, 2015 at 10:47PM",Tuesday,Weekday,8am - 4pm,lilyhoos,hi
"August 05, 2015 at 02:44AM",Tuesday,Weekday,4pm - 12am,suvzy11,hi
"August 05, 2015 at 02:50AM",Tuesday,Weekday,4pm - 12am,agathevcnt,hi
"August 05, 2015 at 07:52AM",Tuesday,Weekday,4pm - 12am,stu_brady,hi
"August 05, 2015 at 08:56AM",Tuesday,Weekday,4pm - 12am,breezylucy,hi
"August 11, 2015 at 10:27PM",Tuesday,Weekday,8am - 4pm,burakgun,hi
"August 12, 2015 at 03:29AM",Tuesday,Weekday,4pm - 12am,chloeaprilparkersmith,hi
"August 12, 2015 at 08:34AM",Tuesday,Weekday,4pm - 12am,sarahfaulkner_,hi
"August 18, 2015 at 11:20AM",Tuesday,Weekday,12am - 8am,damir_botanov,hi
"August 18, 2015 at 12:22PM",Tuesday,Weekday,12am - 8am,ninicpn,hi
"August 18, 2015 at 03:40PM",Tuesday,Weekday,12am - 8am,madu.trip,hi
"August 18, 2015 at 04:14PM",Tuesday,Weekday,12am - 8am,junaidiocktaria,hi
"August 18, 2015 at 06:27PM",Tuesday,Weekday,8am - 4pm,jaykaycalvert,hi
"August 18, 2015 at 07:25PM",Tuesday,Weekday,8am - 4pm,themirjana,hi
"August 19, 2015 at 02:35AM",Tuesday,Weekday,4pm - 12am,s_junior17,hi
"August 19, 2015 at 04:52AM",Tuesday,Weekday,4pm - 12am,suzannapickard,hi
"August 19, 2015 at 08:19AM",Tuesday,Weekday,4pm - 12am,keepingupwiththe6ix,hi
"August 19, 2015 at 08:22AM",Tuesday,Weekday,4pm - 12am,levent_topkara,hi
"July 15, 2015 at 08:29PM",Wednesday,Weekday,8am - 4pm,carrobarrskog,hi
"July 16, 2015 at 06:59AM",Wednesday,Weekday,4pm - 12am,kajasolstad,hi
"July 22, 2015 at 05:23PM",Wednesday,Weekday,12am - 8am,fareedakmal,hi
"August 05, 2015 at 03:05PM",Wednesday,Weekday,12am - 8am,borarounge,hi
"August 13, 2015 at 12:44AM",Wednesday,Weekday,8am - 4pm,abedz7,hi
"August 19, 2015 at 10:17AM",Wednesday,Weekday,12am - 8am,alaasaal,hi
"August 19, 2015 at 02:13PM",Wednesday,Weekday,12am - 8am,chaufasaurousrex,hi
"August 19, 2015 at 08:22PM",Wednesday,Weekday,8am - 4pm,alanbari,hi
"August 19, 2015 at 08:26PM",Wednesday,Weekday,8am - 4pm,fotofahed,hi
"August 14, 2015 at 10:40AM",Friday,Weekday,12am - 8am,gigi_tita,hi
"August 15, 2015 at 01:04AM",Friday,Weekday,8am - 4pm,jtavdi,hi
"August 15, 2015 at 09:53PM",Saturday,Weekend,8am - 4pm,simonanguyen,hi
"July 22, 2015 at 08:30PM",Wednesday,Weekday,8am - 4pm,malkhudair,hi
"August 06, 2015 at 04:08AM",Wednesday,Weekday,4pm - 12am,hyeongryeol,hi
"August 13, 2015 at 12:38AM",Wednesday,Weekday,8am - 4pm,lyessiou,hi
"August 19, 2015 at 07:20PM",Wednesday,Weekday,8am - 4pm,sarasamalia,hi
"July 19, 2015 at 03:05AM",Saturday,Weekend,4pm - 12am,splata0310,hi
"July 13, 2015 at 03:08PM",Monday,Weekday,12am - 8am,cris_stumpf,hi
"July 28, 2015 at 05:49PM",Tuesday,Weekday,12am - 8am,bethanyleila3,hi
"August 07, 2015 at 02:08AM",Thursday,Weekday,4pm - 12am,woodedhillside,hi
"August 14, 2015 at 10:59PM",Friday,Weekday,8am - 4pm,ernestasburn,hi
"July 25, 2015 at 11:50PM",Saturday,Weekend,8am - 4pm,gligor_ovidiu,hi
"August 03, 2015 at 03:30PM",Monday,Weekday,12am - 8am,dastan89,hi
"August 03, 2015 at 03:35PM",Monday,Weekday,12am - 8am,dastan89,hi
"August 01, 2015 at 11:08AM",Saturday,Weekend,12am - 8am,nickmaxmia,hi
"August 11, 2015 at 03:13AM",Monday,Weekday,4pm - 12am,xbeckyharveyx,hi
"August 08, 2015 at 11:39PM",Saturday,Weekend,8am - 4pm,sabinushy,hi
"July 28, 2015 at 07:56AM",Monday,Weekday,4pm - 12am,kosija,hi
"August 15, 2015 at 11:47PM",Saturday,Weekend,8am - 4pm,artandsigns,hi
"August 05, 2015 at 09:57AM",Tuesday,Weekday,4pm - 12am,elephantdny,hi
"July 24, 2015 at 05:19PM",Friday,Weekday,12am - 8am,iamloganmi,hi
"July 23, 2015 at 02:51AM",Wednesday,Weekday,4pm - 12am,kellysmythldn,hi
"August 07, 2015 at 10:24AM",Friday,Weekday,12am - 8am,mariadzvonovskaya,hi
"August 08, 2015 at 01:22AM",Friday,Weekday,8am - 4pm,lenkacz,hi
"August 08, 2015 at 01:34AM",Friday,Weekday,8am - 4pm,missemmabuckley,hi
"August 14, 2015 at 11:39AM",Friday,Weekday,12am - 8am,sammiechinita,hi
"August 14, 2015 at 10:54PM",Friday,Weekday,8am - 4pm,jehiel142,hi
"August 15, 2015 at 04:09AM",Friday,Weekday,4pm - 12am,taymancey_,hi
"August 03, 2015 at 11:33AM",Monday,Weekday,12am - 8am,erickmartinsr,hi
"August 03, 2015 at 11:33AM",Monday,Weekday,12am - 8am,emanalattar_,hi
"August 03, 2015 at 02:51PM",Monday,Weekday,12am - 8am,_9s9,hi
"August 03, 2015 at 07:34PM",Monday,Weekday,8am - 4pm,almas_aktobe,hi
"August 03, 2015 at 10:35PM",Monday,Weekday,8am - 4pm,daneminnaar,hi
"August 04, 2015 at 06:45AM",Monday,Weekday,4pm - 12am,_lizbyjones_,hi
"August 04, 2015 at 06:46AM",Monday,Weekday,4pm - 12am,ibrahim_alhaidos,hi
"August 04, 2015 at 09:49AM",Monday,Weekday,4pm - 12am,90skidshay,hi
"August 10, 2015 at 07:25PM",Monday,Weekday,8am - 4pm,annathausing,hi
"August 17, 2015 at 04:50PM",Monday,Weekday,12am - 8am,kaustiray,hi
"August 17, 2015 at 07:15PM",Monday,Weekday,8am - 4pm,rameno,hi
"August 17, 2015 at 07:19PM",Monday,Weekday,8am - 4pm,rameno,hi
"August 18, 2015 at 04:21AM",Monday,Weekday,4pm - 12am,tiffftiffany,hi
"August 02, 2015 at 12:18AM",Saturday,Weekend,8am - 4pm,sarazawawi,hi
"August 02, 2015 at 01:19AM",Saturday,Weekend,8am - 4pm,yourefinevalentine,hi
"August 08, 2015 at 04:22PM",Saturday,Weekend,12am - 8am,maximolinab,hi
"August 08, 2015 at 04:24PM",Saturday,Weekend,12am - 8am,maximolinab,hi
"August 08, 2015 at 09:40PM",Saturday,Weekend,8am - 4pm,stopsilver9,hi
"August 09, 2015 at 04:33AM",Saturday,Weekend,4pm - 12am,doguukaann,hi
"August 09, 2015 at 05:37AM",Saturday,Weekend,4pm - 12am,walaa1133,hi
"August 09, 2015 at 08:39AM",Saturday,Weekend,4pm - 12am,culver34,hi
"August 15, 2015 at 11:52PM",Saturday,Weekend,8am - 4pm,yuliyaluck,hi
"August 16, 2015 at 07:55AM",Saturday,Weekend,4pm - 12am,abb.star,hi
"August 16, 2015 at 08:50AM",Saturday,Weekend,4pm - 12am,stitchiebeng,hi
"August 02, 2015 at 12:14PM",Sunday,Weekend,12am - 8am,pcscotty,hi
"August 02, 2015 at 12:17PM",Sunday,Weekend,12am - 8am,pcscotty,hi
"August 02, 2015 at 12:58PM",Sunday,Weekend,12am - 8am,rockingreenlife,hi
"August 02, 2015 at 01:40PM",Sunday,Weekend,12am - 8am,damnginaf,hi
"August 03, 2015 at 04:23AM",Sunday,Weekend,4pm - 12am,photos.by.tilly,hi
"August 03, 2015 at 05:27AM",Sunday,Weekend,4pm - 12am,jessahass,hi
"August 16, 2015 at 11:50AM",Sunday,Weekend,12am - 8am,heatherdyann,hi
"August 16, 2015 at 05:37PM",Sunday,Weekend,12am - 8am,daiselynanne,hi
"August 16, 2015 at 07:49PM",Sunday,Weekend,8am - 4pm,nori_sg,hi
"August 16, 2015 at 08:55PM",Sunday,Weekend,8am - 4pm,y.yaroslava,hi
"August 17, 2015 at 12:51AM",Sunday,Weekend,8am - 4pm,sweetyvin,hi
"August 06, 2015 at 10:52AM",Thursday,Weekday,12am - 8am,salha.alali,hi
"August 06, 2015 at 10:53PM",Thursday,Weekday,8am - 4pm,haya_alhaidous,hi
"August 07, 2015 at 08:26AM",Thursday,Weekday,4pm - 12am,johnnybackshots,hi
"August 21, 2015 at 09:05AM",Thursday,Weekday,4pm - 12am,_hellzgrace,hi
"July 28, 2015 at 10:01AM",Tuesday,Weekday,12am - 8am,carrieotoole,hi
"July 29, 2015 at 06:07AM",Tuesday,Weekday,4pm - 12am,Jun-84,hi
"August 04, 2015 at 10:48AM",Tuesday,Weekday,12am - 8am,jessiepech,hi
"August 04, 2015 at 11:43AM",Tuesday,Weekday,12am - 8am,emreozuslu,hi
"August 04, 2015 at 11:43AM",Tuesday,Weekday,12am - 8am,puremarabou,hi
"August 04, 2015 at 12:46PM",Tuesday,Weekday,12am - 8am,giraffe_li0612,hi
"August 05, 2015 at 12:46AM",Tuesday,Weekday,8am - 4pm,ishaggs,hi
"August 05, 2015 at 01:55AM",Tuesday,Weekday,8am - 4pm,m.donchaev,hi
"August 05, 2015 at 03:56AM",Tuesday,Weekday,4pm - 12am,sorourbnomair,hi
"August 05, 2015 at 09:57AM",Tuesday,Weekday,4pm - 12am,b_overeem,hi
"August 12, 2015 at 02:30AM",Tuesday,Weekday,4pm - 12am,omqmitchy,hi
"August 18, 2015 at 01:26PM",Tuesday,Weekday,12am - 8am,rezoansharif,hi
"August 18, 2015 at 04:39PM",Tuesday,Weekday,12am - 8am,becky_franks,hi
"July 29, 2015 at 11:11AM",Wednesday,Weekday,12am - 8am,jessahass,hi
"August 05, 2015 at 05:53PM",Wednesday,Weekday,12am - 8am,yuli4k,hi
"August 05, 2015 at 10:01PM",Wednesday,Weekday,8am - 4pm,ndrhmd,hi
"August 05, 2015 at 10:05PM",Wednesday,Weekday,8am - 4pm,missgruszka,hi
"August 06, 2015 at 12:15AM",Wednesday,Weekday,8am - 4pm,ehanul,hi
"August 06, 2015 at 03:11AM",Wednesday,Weekday,4pm - 12am,nowelmaria,hi
"August 06, 2015 at 07:29AM",Wednesday,Weekday,4pm - 12am,egillhalldorsson,hi
"August 19, 2015 at 12:16PM",Wednesday,Weekday,12am - 8am,jood_alhassani,hi
"August 19, 2015 at 08:15PM",Wednesday,Weekday,8am - 4pm,sarahinkster1,hi
"August 20, 2015 at 02:11AM",Wednesday,Weekday,4pm - 12am,flin1996,hi
"July 20, 2015 at 09:41PM",Monday,Weekday,8am - 4pm,mimellezb,hi
"July 20, 2015 at 01:31AM",Sunday,Weekend,8am - 4pm,teo.man.ufuk,hi
"July 21, 2015 at 11:07PM",Tuesday,Weekday,8am - 4pm,xoxo_maruf,hi
"July 21, 2015 at 11:07PM",Tuesday,Weekday,8am - 4pm,xoxo_maruf,hi
"August 15, 2015 at 05:52PM",Saturday,Weekend,12am - 8am,danberja,hi
"August 10, 2015 at 12:29PM",Monday,Weekday,12am - 8am,tanyaahh_,hi
"August 08, 2015 at 11:33AM",Saturday,Weekend,12am - 8am,patriciapanlaquii,hi
"July 20, 2015 at 02:57PM",Monday,Weekday,12am - 8am,yushi_uc,hi
"August 07, 2015 at 01:01AM",Thursday,Weekday,8am - 4pm,xus_pina_,hi
"July 26, 2015 at 04:55AM",Saturday,Weekend,4pm - 12am,lifeisaride.de,hi
"July 22, 2015 at 05:16PM",Wednesday,Weekday,12am - 8am,vanianurtjahjani,hi
"August 06, 2015 at 07:28AM",Wednesday,Weekday,4pm - 12am,carl2e,hi
"July 31, 2015 at 06:07PM",Friday,Weekday,8am - 4pm,violaqestra,hi
"July 14, 2015 at 06:46PM",Tuesday,Weekday,8am - 4pm,heddalilleaas,hi
"August 17, 2015 at 04:16PM",Monday,Weekday,12am - 8am,haohaomissyan,hi
"July 26, 2015 at 12:56AM",Saturday,Weekend,8am - 4pm,owizzyle,hi
"July 28, 2015 at 03:59AM",Monday,Weekday,4pm - 12am,camillamuccii,hi
"July 22, 2015 at 02:51PM",Wednesday,Weekday,12am - 8am,bekathewanderlust,hi
"August 06, 2015 at 02:12AM",Wednesday,Weekday,4pm - 12am,nmdalton3,hi
"August 10, 2015 at 12:11AM",Sunday,Weekend,8am - 4pm,kevinlaclautre,hi
"August 07, 2015 at 07:34PM",Friday,Weekday,8am - 4pm,___volare____,hi
"August 09, 2015 at 02:41AM",Saturday,Weekend,4pm - 12am,millieottesen,hi
"July 29, 2015 at 06:39PM",Wednesday,Weekday,8am - 4pm,namanhnamanh,hi
"July 22, 2015 at 07:20PM",Wednesday,Weekday,8am - 4pm,rollercoasxter,hi
"August 01, 2015 at 01:12PM",Saturday,Weekend,12am - 8am,i3bo,hi
"August 13, 2015 at 06:52AM",Wednesday,Weekday,4pm - 12am,andry105,hi
"August 08, 2015 at 09:30AM",Friday,Weekday,4pm - 12am,ecemcenberci,hi
"August 01, 2015 at 09:06PM",Saturday,Weekend,8am - 4pm,sailorandi,hi
"July 25, 2015 at 03:43AM",Friday,Weekday,4pm - 12am,nordcapture,hi
"August 01, 2015 at 07:13AM",Friday,Weekday,4pm - 12am,nazira_benzema,hi
"August 02, 2015 at 09:22PM",Sunday,Weekend,8am - 4pm,philipjacobizahle,hi
"July 29, 2015 at 06:06AM",Tuesday,Weekday,4pm - 12am,musical._.bonana,hi
"August 09, 2015 at 11:19PM",Sunday,Weekend,8am - 4pm,makikarlova,hi
"August 09, 2015 at 11:37AM",Sunday,Weekend,12am - 8am,harry_louis,hi
"July 24, 2015 at 11:47PM",Friday,Weekday,8am - 4pm,mykle72,hi
"July 28, 2015 at 02:25PM",Tuesday,Weekday,12am - 8am,randiesrassen,hi
"July 19, 2015 at 04:08AM",Saturday,Weekend,4pm - 12am,adandunya,hi
"July 13, 2015 at 11:35AM",Monday,Weekday,12am - 8am,vickyone1984,hi
"August 12, 2015 at 10:49PM",Wednesday,Weekday,8am - 4pm,kierenm,hi
"August 16, 2015 at 08:49AM",Saturday,Weekend,4pm - 12am,freshteban,hi
"August 12, 2015 at 04:34AM",Tuesday,Weekday,4pm - 12am,bromeliya,hi
"August 05, 2015 at 03:53AM",Tuesday,Weekday,4pm - 12am,yovannaventuraonfleek,hi
"July 25, 2015 at 02:45AM",Friday,Weekday,4pm - 12am,aguynamedpoom,hi
"August 14, 2015 at 04:19AM",Thursday,Weekday,4pm - 12am,paulinavita_,hi
"August 10, 2015 at 03:15AM",Sunday,Weekend,4pm - 12am,amotta12,hi
"July 24, 2015 at 06:44PM",Friday,Weekday,8am - 4pm,miimihas,hi
"July 29, 2015 at 03:04AM",Tuesday,Weekday,4pm - 12am,shannyelle,hi
"August 10, 2015 at 02:14AM",Sunday,Weekend,4pm - 12am,arydiasco,hi
"July 30, 2015 at 05:18PM",Thursday,Weekday,12am - 8am,borderfashionistas,hi
"August 11, 2015 at 04:13AM",Monday,Weekday,4pm - 12am,xbeckyharveyx,hi
"July 14, 2015 at 09:08AM",Monday,Weekday,4pm - 12am,omenspam,hi
"August 12, 2015 at 08:32AM",Tuesday,Weekday,4pm - 12am,mkernbichler,hi
"August 01, 2015 at 08:22PM",Saturday,Weekend,8am - 4pm,thatsiankid,hi
"July 25, 2015 at 06:37PM",Saturday,Weekend,8am - 4pm,firattuncbas,hi
"August 13, 2015 at 06:51AM",Wednesday,Weekday,4pm - 12am,andry105,hi
"August 04, 2015 at 08:50PM",Tuesday,Weekday,8am - 4pm,coachkemp,hi
"August 11, 2015 at 06:19AM",Monday,Weekday,4pm - 12am,beysikm,hi
"August 11, 2015 at 02:10AM",Monday,Weekday,4pm - 12am,hussain.alhaj,hi
"July 25, 2015 at 04:34PM",Saturday,Weekend,12am - 8am,eugeniebeaulieu,hi
"August 08, 2015 at 06:26AM",Friday,Weekday,4pm - 12am,papa_hans,hi
"July 23, 2015 at 11:07AM",Thursday,Weekday,12am - 8am,hayou900,hi
"August 10, 2015 at 10:32AM",Monday,Weekday,12am - 8am,grellmann,hi
"August 02, 2015 at 11:25PM",Sunday,Weekend,8am - 4pm,frenchroadtrip,hi
"July 19, 2015 at 12:56AM",Saturday,Weekend,8am - 4pm,ritvik_raj,hi
"July 13, 2015 at 09:09PM",Monday,Weekday,8am - 4pm,_chcem_ciastecko_,hi
"July 19, 2015 at 05:48PM",Sunday,Weekend,12am - 8am,nadaayasser,hi
"July 13, 2015 at 03:44PM",Monday,Weekday,12am - 8am,metalzombie13,hi
"August 01, 2015 at 12:05PM",Saturday,Weekend,12am - 8am,bel_tam,hi
"August 07, 2015 at 05:00PM",Friday,Weekday,12am - 8am,mutashael_3,hi
"August 07, 2015 at 05:00PM",Friday,Weekday,12am - 8am,mutashael_3,hi
"August 07, 2015 at 05:04PM",Friday,Weekday,12am - 8am,mutashael_3,hi
"July 19, 2015 at 01:00AM",Saturday,Weekend,8am - 4pm,danielafiorentino,hi
"August 14, 2015 at 11:44AM",Friday,Weekday,12am - 8am,sammiechinita,hi
"August 13, 2015 at 10:21PM",Thursday,Weekday,8am - 4pm,sudlandermodel1,hi
"July 25, 2015 at 03:51AM",Friday,Weekday,4pm - 12am,laura_61,hi
"July 16, 2015 at 10:15AM",Thursday,Weekday,12am - 8am,slowtravelmagazine,hi
"August 03, 2015 at 09:36PM",Monday,Weekday,8am - 4pm,teresa_ramos96,hi
"August 14, 2015 at 04:19AM",Thursday,Weekday,4pm - 12am,thetravelsofliv,hi
"July 17, 2015 at 09:48AM",Thursday,Weekday,4pm - 12am,colinsolin2005,hi
"August 01, 2015 at 11:12PM",Saturday,Weekend,8am - 4pm,brigitavaid,hi
"July 13, 2015 at 11:35AM",Monday,Weekday,12am - 8am,old_man_mondragon,hi
"August 01, 2015 at 07:17PM",Saturday,Weekend,8am - 4pm,alidashti94,hi
"July 28, 2015 at 09:59PM",Tuesday,Weekday,8am - 4pm,_kipsiz_,hi
"July 25, 2015 at 04:20PM",Saturday,Weekend,12am - 8am,alexey_oskolkov,hi
"August 03, 2015 at 01:21AM",Sunday,Weekend,8am - 4pm,seifhabiib98,hi
"August 05, 2015 at 11:55AM",Wednesday,Weekday,12am - 8am,deivanchenko,hi
"August 09, 2015 at 02:35AM",Saturday,Weekend,4pm - 12am,farcec,hi
"August 08, 2015 at 08:32AM",Friday,Weekday,4pm - 12am,mikuc1024,hi
"August 04, 2015 at 12:39AM",Monday,Weekday,8am - 4pm,zhongenru,hi
"July 25, 2015 at 05:46AM",Friday,Weekday,4pm - 12am,its_ali_17,hi
"July 17, 2015 at 07:03PM",Friday,Weekday,8am - 4pm,andreaadi99,hi
"August 12, 2015 at 10:38PM",Wednesday,Weekday,8am - 4pm,jay_ffs,hi
"August 06, 2015 at 10:58PM",Thursday,Weekday,8am - 4pm,blackr0s3,hi
"August 01, 2015 at 07:09PM",Saturday,Weekend,8am - 4pm,miminfrance,hi
"August 17, 2015 at 09:07AM",Sunday,Weekend,4pm - 12am,jmpics123,hi
"August 09, 2015 at 11:16PM",Sunday,Weekend,8am - 4pm,silwjx,hi
